"Código Infração","Descrição da Infração","Art.CTB/Decreto","Infrator","Valor Real(R$)","Categoria","Medida Administrativa"
"6211-1","Transitar em velocidade superior a máxima permitida para o local, medida por instrumento hábil em rodovias, quando a velocidade for superior a máxima em até vinte por cento.","218 , I , a","Condutor","127,69","Grave",""
"6211-2","Transitar em veloc sup a máxima permitida p/local medida por instrumento hábil em vias de trânsito rápido quando a veloc for superior a máxima em até vinte por cento","218 , I , a","Condutor","127,69","Grave",""
"6211-3","Transitar em veloc sup a máxima permitida para o local, medida por instrumento hábil em vias arteriais, quando a velocidade for superior a máxima em até vinte por cento.","218 , I , a","Condutor","127,69","Grave",""
"6238-1","Transitar em veloc sup a máxima permitida para o local medida por instrumento hábil em vias coletoras quando a veloc for superior a máxima em até cinquenta por cento.","218 , II , a","Condutor","127,69","Grave",""
"6238-2","Transitar em veloc superior a máxima permitida para o local medida por instrumento hábil em vias locais quando a veloc for superior a máxima em até cinquenta por cento","218 , II , a","Condutor","127,69","Grave",""
"6238-3","Transitar em veloc superior à máxima permitida para o local medida por instrumento hábil nas estradas quando a veloc for superior à máxima em até cinquenta por cento.","218 , II , a","Condutor","127,69","Grave",""
"6270-1","Deixar de reduzir veloc veic de forma compatível com a seg do trânsito nos locais onde o trans esteja sendo controlado por agente autoridade de trânsito mediante sinais sonoros.","220, II","Condutor","127,69","Grave",""
"6270-2","Deixar de reduzir veloc veic de forma compatível com a seg do trânsito nos locais onde o trâns esteja sendo controlado por agente da autoridade de trânsito, mediante gestos.","220, II","Condutor","127,69","Grave",""
"6289-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao aproximar-se da guia da calçada (meio - fio).","220, III","Condutor","127,69","Grave",""
"6289-2","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao aproximar-se do acostamento.","220 , III","Condutor","127,69","Grave",""
"6297-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao aproximar-se de interseção não sinalizada.","220, IV","Condutor","127,69","Grave",""
"6297-2","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao passar por interseção não sinalizada.","220, IV","Condutor","127,69","Grave",""
"6300-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nas vias rurais cuja faixa de domínio não esteja cercada.","220 , V","Condutor","127,69","Grave",""
"6319-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nos trechos em curva de pequeno raio.","220 , VI","Condutor","127,69","Grave",""
"6327-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao aproximar-se de locais sinalizados com advertência de obras.","220 , VII","Condutor","127,69","Grave",""
"6327-2","Deixar de reduzir velocidade do veículo de forma compatível com a segurança do trânsito ao aproximar-se de locais sinalizados com advertência de trabalhadores na pista.","220 , VII","Condutor","127,69","Grave",""
"6335-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito sob chuva.","220 , VIII","Condutor","127,69","Grave",""
"6335-2","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito sob neblina.","220 , VIII","Condutor","127,69","Grave",""
"6335-3","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito sob cerração.","220 , VIII","Condutor","127,69","Grave",""
"6335-4","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito sob ventos fortes.","220 , VIII","Condutor","127,69","Grave",""
"6343-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito quando houver má visibilidade.","220 , IX","Condutor","127,69","Grave",""
"6351-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito quando o pavimento se apresentar escorregadio.","220 , X ☒","Condutor","127,69","Grave",""
"6351-2","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito quando o pavimento se apresentar defeituoso.","220 , X ☒","Condutor","127,69","Grave",""
"6351-3","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito quando o pavimento se apresentar avariado.","220, X ☒","Condutor","127,69","Grave",""
"6360-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito à aproximação de animais na pista.","220 , XI","Condutor","127,69","Grave",""
"6378-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito em declive.","220 , XII","Condutor","127,69","Grave",""
"6386-1","Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao ultrapassar ciclista.","220, XIII","Condutor","127,69","Grave",""
"6432-1","Transitar com o farol desregulado de forma a perturbar a visão de outro condutor.","223","Condutor","127,69","Grave",""
"6432-2","Transitar com o facho de luz alta de forma a perturbar a visão de outro condutor.","223","Condutor","127,69","Grave",""
"6459-1","Deixar de sinalizar a via, de forma a prevenir os demais condutores, quando tiver de remover o veículo da pista de rolamento.","225, I","Condutor","127,69","Grave",""
"6459-2","Deixar de sinalizar a via, de forma a prevenir os demais condutores, quando tiver que permanecer com veículo no acostamento.","225, I","Condutor","127,69","Grave",""
"6459-3","Deixar de manter as luzes externas acesas à noite, de forma a prevenir os demais condutores, quando tiver de remover o veículo da pista de rolamento.","225, I","Condutor","127,69","Grave",""
"6459-4","Deixar de manter as luzes externas acesas à noite, de forma a prevenir os demais condutores, quando tiver que permanecer com veículo no acostamento.","225, I","Condutor","127,69","Grave",""
"6459-5","Omitir-se quanto as providências necessárias para tornar visível o local, quando tiver de remover o veículo da pista de rolamento.","225, I","Condutor","127,69","Grave",""
"6459-6","Omitir-se quanto as providências necessárias para tornar visível o local, quando tiver que permanecer no acostamento.","225, I","Condutor","127,69","Grave",""
"6467-1","Deixar de sinalizar a via, de forma a prevenir os demais condutores, quando a carga for derramada sobre a via e não puder ser retirada imediatamente.","225, II","Condutor","127,69","Grave",""
"6467-2","Deixar de sinalizar via à noite de forma prevenir os demais condutores não mantendo acesas luzes externas quando a carga for derramada s/a via e não puder ser retirada imediat","225, II","Condutor","127,69","Grave",""
"6467-3","Omitir-se quanto as providências necessárias para tornar visível o local, quando a carga for derramada sobre a via e não puder ser retirada imediatamente.","225, II","Condutor","127,69","Grave",""
"6530-1","Usar no veículo equipamento com som em volume que não seja autorizado pelo CONTRAN.","228","Proprietário","127,69","Grave","retenção do veículo"
"6530-2","Usar no veículo equipamento com som em frequência que não seja autorizado pelo CONTRAN.","228","Proprietário","127,69","Grave","retenção do veículo"
"6610-1","Conduzir o veículo com a cor alterada.","230 , VII","Proprietário","127,69","Grave","retenção do veículo"
"6610-2","Conduzir o veículo com característica alterada.","230 , VII","Proprietário","127,69","Grave","retenção do veículo"
"6629-1","Conduzir o veículo sem ter sido submetido a inspeção de segurança veicular, quando obrigatória.","230 , VIII","Proprietário","127,69","Grave","retenção do veículo"
"6637-1","Conduzir o veículo sem equipamento obrigatório.","230, IX","Proprietário","127,69","Grave","retenção do veículo"
"6637-2","Conduzir o veículo com equipamento obrigatório ineficiente.","230, IX","Proprietário","127,69","Grave","retenção do veículo"
"6637-3","Conduzir o veículo com equipamento obrigatório inoperante.","230, IX","Proprietário","127,69","Grave","retenção do veículo"
"6645-1","Conduzir o veículo com equipamento obrigatório em desacordo com o estabelecido pelo CONTRAN.","230 , X","Proprietário","127,69","Grave","retenção do veículo"
"6653-1","Conduzir o veículo com descarga livre.","230, XI","Proprietário","127,69","Grave","retenção do veículo"
"6653-2","Conduzir o veículo com o silenciador de motor de explosão defeituoso.","230, XI","Proprietário","127,69","Grave","retenção do veículo"
"6653-3","Conduzir o veículo com o silenciador de motor de explosão deficiente.","230, XI","Proprietário","127,69","Grave","retenção do veículo"
"6653-4","Conduzir o veículo com silenciador de motor de explosão inoperante.","230 , XI","Proprietário","127,69","Grave","retenção do veículo"
"6661-1","Conduzir o veículo com equipamento proibido.","230 , XII","Proprietário","127,69","Grave","retenção do veículo"
"6661-2","Conduzir o veículo com acessório proibido.","230, XII","Proprietário","127,69","Grave","retenção do veículo"
"6670-1","Conduzir o veículo com o equipamento do sistema de iluminação alterado.","230, XIII","Proprietário","127,69","Grave","retenção do veículo"
"6670-2","Conduzir o veículo com o equipamento do sistema de sinalização alterado.","230 , XIII","Proprietário","127,69","Grave","retenção do veículo"
"6688-1","Conduzir o veículo com registrador instantâneo inalterável de velocidade e tempo viciado, quando houver exigência desse aparelho.","230 , XIV","Proprietário","127,69","Grave","retenção do veículo"
"6688-2","Conduzir veículo com registrador instantâneo inalterável de velocidade e tempo defeituoso, quando houver exigência desse aparelho.","230 , XIV","Proprietário","127,69","Grave","retenção do veículo"
"6696-1","Conduzir veíc com inscrições de caráter publicitário afixados no para-brisa e em toda a extensão da parte traseira do veículo exec as hipóteses previstas no CTB","230 , XV","Proprietário","127,69","Grave","retenção do veículo"
"6696-2","Conduzir o veículo com adesivos de caráter publicitário afixados no para-brisa e em toda a extensão da parte tras do","230 , XV","Proprietário","127,69","Grave","retenção do veículo"
"6696-3","Conduzir o veículo com legendas e símbolos de caráter publicitário afixados no pára-brisa e em toda a extensão da parte tras do veic excetuadas as hipóteses prev. no CTB","230 , XV","Proprietário","127,69","Grave","retenção do veículo"
"6696-4","Conduzir o veículo com inscrição de caráter publicitário pintados no para-brisa e em toda a extensão da parte tras do veic excetuadas as hipóteses previstas no CTB.","230 , XV","Proprietário","127,69","Grave","retenção do veículo"
"6696-5","Conduzir o veículo com adesivos de caráter publicitário pintados no pára-brisa e em toda a extensão da parte tras do veic excetuadas as hipóteses previstas no CTB.","230 , XV","Proprietário","127,69","Grave","retenção do veículo"
"6696-6","Conduzir o veículo com legendas e símbolos de caráter publicitário pintados, no pára-brisa e em toda a extensão da parte tras do veic excetuadas as hipóteses prev no CTB","230 , XV","Proprietário","127,69","Grave","retenção do veículo"
"6700-1","Conduzir o veículo com vidros total ou parcialmente cobertos por películas refletivas.","230 , XVI","Proprietário","127,69","Grave","retenção do veículo"
"6700-2","Conduzir o veículo com vidros total ou parcialmente cobertos por películas não refletivas.","230 , XVI","Proprietário","127,69","Grave","retenção do veículo"
"6700-3","Conduzir veículo com vidros total ou parcialmente cobertos por painéis decorativos.","230 , XVI","Proprietário","127,69","Grave","retenção do veículo"
"6700-4","Conduzir veículo com vidros total ou parcialmente cobertos por pinturas.","230 , XVI","Proprietário","127,69","Grave","retenção do veículo"
"6718-1","Conduzir o veículo com cortinas fechadas, não autorizadas pela legislação.","230 , XVII","Proprietário","127,69","Grave","retenção do veículo"
"6718-2","Conduzir o veículo com persianas fechadas, não autorizadas pela legislação.","230 , XVII","Proprietário","127,69","Grave","retenção do veículo"
"6726-1","Conduzir o veículo em mau estado de conservação, comprometendo a segurança.","230, XVIII","Proprietário","127,69","Grave","retenção do veículo"
"6726-2","Conduzir o veículo reprovado na avaliação de inspeção de segurança e de emissão de poluentes e ruído.","230 , XVIII","Proprietário","127,69","Grave","retenção do veículo"
"6734-1","Conduzir o veículo sem acionar o limpador de para-brisa sob chuva.","230 , XIX","Condutor","127,69","Grave","retenção do veículo"
"6742-1","Conduzir o veículo sem portar a autorização para condução de escolares.","230 , XX","Proprietário","127,69","Grave","retenção do veículo"
"6815-1","Transitar com o veículo produzindo fumaça em níveis superiores aos fixados pelo CONTRAN.","231, III","Proprietário","127,69","Grave","retenção do veículo"
"6815-2","Transitar com o veículo produzindo gazes em níveis superiores aos fixados pelo CONTRAN.","231 , III","Proprietário","127,69","Grave","retenção do veículo"
"6815-3","Transitar com o veículo produzindo partículas em níveis superiores aos fixados pelo CONTRAN.","231, III","Proprietário","127,69","Grave","retenção do veículo"
"6823-1","Transitar com o veículo com suas dimensões superiores aos limites estabelecidos legalmente, sem autorização.","231 , IV","Proprietário","127,69","Grave","retenção do veículo"
"6823-2","Transitar com o veículo com dimensões de sua carga superiores aos limites estabelecidos legalmente, sem autorização.","231 , IV","Proprietário","127,69","Grave","retenção do veículo"
"6823-3","Transitar com o veículo com suas dimensões superiores aos limites estabelecidos pela sinalização, sem autorização.","231, IV","Proprietário","127,69","Grave","retenção do veículo"
"6823-4","Transitar com o veículo com dimensões de sua carga superior aos limites estabelecidos pela sinalização, sem autorização.","231, IV","Proprietário","127,69","Grave","retenção do veículo"
"6823-5","Transitar com o veículo com suas dimensões ou de sua carga superiores aos limites estabelecidos legalmente ou pela sinalização, sem autorização.","231 , IV","Proprietário","127,69","Grave","retenção do veículo"
"6840-1","Transitar com o veículo em desacordo com a autorização especial, expedida pela autoridade competente para transitar com dimensões excedentes.","231 , VI","Proprietário","127,69","Grave","remoção do veículo"
"6840-2","Transitar com o veículo com a autorização especial, expedida pela autoridade competente para transitar vencida.","231 , VI","Proprietário","127,69","Grave","remoção do veículo"
"6890-1","Transitar com o veículo excedendo a capacidade máxima de tração, em infração considerada grave pelo CONTRAN.","231 , X","Proprietário","127,69","Grave","retenção do veículo"
"6920-1","Deixar de efetuar o registro de veículo no prazo de trinta dias, junto ao órgão executivo de trânsito.","233","Proprietário","127,69","Grave","remoção do veículo"
"6947-1","Conduzir pessoas, nas partes externas do veículo, salvo nos casos devidamente autorizados.","235","Proprietário","127,69","Grave","retenção do veículo"
"6947-2","Conduzir animais, nas partes externas do veículo, salvo nos casos devidamente autorizados.","235","Proprietário","127,69","Grave","retenção do veículo"
"6947-3","Conduzir carga, nas partes externas do veículo, salvo nos casos devidamente autorizados.","235","Proprietário","127,69","Grave","retenção do veículo"
"6963-1","Transitar com o veículo em desacordo com as especific e com falta de inscrição e simbologia necessárias à sua identificação, quando exigidas pela legislação.","237","Proprietário","127,69","Grave","retenção do veículo"
"6998-1","Deixar o responsável de promover a baixa do registro de veículo irrecuperável.","240","Proprietário","127,69","Grave",""
"6998-2","Deixar o responsável de promover a baixa do registro de veículo definitivamente desmontado.","240","Proprietário","127,69","Grave",""
"7021-1","Deixar a empresa seguradora de comunicar ao órgão exec de trâns competente a ocorrência de perda total do veículo e de lhe devolver as respectivas placas e documentos.","243","Pessoa Jurídica","127,69","Grave",""
"7145-1","Utilizar a via para depósito de mercadorias, sem autorização do órgão ou entidade de trânsito com circunscrição sobre a via.","245","Pessoa Fís/Jur","127,69","Grave",""
"7145-2","Utilizar a via para depósito de materiais, sem autorização do órgão ou entidade de trânsito com circunscrição sobre a via.","245","Pessoa Fís/Jur","127,69","Grave",""
"7145-3","Utilizar a via para depósito de equipamentos, sem autorização do órgão ou entidade de trânsito com circunscrição sobre a via.","245","Pessoa Fís/Jur","127,69","Grave",""
"7218-1","Transportar em veículo destinado ao transporte de passageiros, carga excedente em desacordo com normas estabelecidas pelo CONTRAN.","248","Proprietário","127,69","Grave","retenção do veículo"
"5010-1","Dirigir veículo sem possuir Carteira Nacional de Habilitação ou Permissão para dirigir.","162,I","Condutor","574,62","Gravíssima",""
"5029-1","Dirigir veículo com Carteira Nacional de Habilitação cassada.","162, II","Condutor","957,70","Gravíssima",""
"5029-2","Dirigir veículo com Permissão para Dirigir cassada.","162, II","Condutor","957,70","Gravíssima",""
"5029-3","Dirigir veículo com suspensão do direito de dirigir.","162, II","Condutor","957,70","Gravíssima",""
"5037-1","Dirigir veículo com CNH de categoria diferente da do veículo que esteja conduzindo.","162, III","Condutor","574,62","Gravíssima",""
"5037-2","Dirigir veículo com permissão para dirigir de categoria diferente da do veículo que esteja conduzindo.","162, III","Condutor","574,62","Gravíssima",""
"5045-1","Dirigir veículo com validade da Carteira Nacional de Habilitação vencida há mais de trinta dias.","162, V","Condutor","191,54","Gravíssima","retenção do veículo"
"5053-1","Dirigir veículo sem usar lentes corretoras de visão, imposta por ocasião da concessão da licença para conduzir.","162, VI","Condutor","191,54","Gravíssima","retenção do veículo"
"5053-2","Dirigir veículo sem usar lentes corretoras de visão, imposta por ocasião da renovação licença para conduzir.","162, VI","Condutor","191,54","Gravíssima","retenção do veículo"
"5053-3","Dirigir veículo sem usar aparelho auxiliar de audição, imposta por ocasião da concessão da licença para conduzir.","162, VI","Condutor","191,54","Gravíssima","retenção do veículo"
"5053-4","Dirigir veículo sem usar aparelho auxiliar de audição, imposta por ocasião da renovação da licença para conduzir.","162, VI","Condutor","191,54","Gravíssima","retenção do veículo"
"5053-5","Dirigir veículo sem usar aparelho auxiliar de prótese física, imposta por ocasião da concessão da licença para conduzir.","162, VI","Condutor","191,54","Gravíssima","retenção do veículo"
"5053-6","Dirigir veículo sem usar aparelho auxiliar de prótese física, imposta por ocasião da renovação da licença para conduzir.","162, VI","Condutor","191,54","Gravíssima","retenção do veículo"
"5053-7","Dirigir veículo sem usar as adaptações do veículo, impostas por ocasião da concessão da licença para conduzir.","162, VI","Condutor","191,54","Gravíssima","retenção do veículo"
"5053-8","Dirigir veículo sem usar as adaptações do veículo, impostas por ocasião da renovação da licença para conduzir.","162, VI","Condutor","191,54","Gravíssima","retenção do veículo"
"5061-1","Entregar a direção do veículo a pessoa que não possua Carteira Nacional de Habilitação para dirigir.","163","Proprietário","574,62","Gravíssima",""
"5061-2","Entregar a direção do veículo a pessoa que não possua Permissão para dirigir.","163","Proprietário","574,62","Gravíssima",""
"5070-1","Entregar a direção do veículo a pessoa com Carteira Nacional de Habilitação cassada.","163","Proprietário","957,70","Gravíssima",""
"5070-2","Entregar a direção do veículo a pessoa com Permissão para Dirigir cassada.","163","Proprietário","957,70","Gravíssima",""
"5070-3","Entregar a direção do veículo a pessoa com suspensão do direito de dirigir.","163","Proprietário","957,70","Gravíssima",""
"5088-1","Entregar a direção do veículo a pessoa com CNH de categoria diferente da do veículo que esteja conduzindo.","163","Proprietário","574,62","Gravíssima",""
"5088-2","Entregar a direção do veículo a pessoa com Permissão para Dirigir de categoria diferente da do veículo que esteja conduzindo.","163","Proprietário","574,62","Gravíssima",""
"5096-1","Entregar a direção do veículo a pessoa com validade da Carteira Nacional de Habilitação vencida há mais de trinta dias.","163","Proprietário","191,54","Gravíssima",""
"5100-1","Entregar a direção do veículo a pessoa sem usar lentes corretoras de visão, imposta por ocasião da concessão da licença para conduzir.","163","Proprietário","191,54","Gravíssima",""
"5100-2","Entregar a direção do veículo a pessoa sem usar lentes corretoras de visão, imposta por ocasião da renovação licença para conduzir.","163","Proprietário","191,54","Gravíssima",""
"5100-3","Entregar a direção do veículo a pessoa sem usar aparelho auxiliar de audição, imposta por ocasião da concessão da licença para conduzir.","163","Proprietário","191,54","Gravíssima",""
"5100-4","Entregar a direção do veículo a pessoa sem usar aparelho auxiliar de audição, imposta por ocasião da renovação da licença para conduzir.","163","Proprietário","191,54","Gravíssima",""
"5100-5","Entregar a direção do veículo a pessoa sem usar aparelho auxiliar de prótese física, imposta por ocasião da concessão da licença para conduzir.","163","Proprietário","191,54","Gravíssima",""
"5100-6","Entregar a direção do veículo a pessoa sem usar aparelho auxiliar de prótese física, imposta por ocasião da renovação da licença para conduzir.","163","Proprietário","191,54","Gravíssima",""
"5100-7","Entregar a direção do veículo a pessoa sem usar as adaptações do veículo, impostas por ocasião da concessão da licença para conduzir.","163","Proprietário","191,54","Gravíssima",""
"5100-8","Entregar a direção do veículo a pessoa sem usar as adaptações do veículo, impostas por ocasião da renovação da licença para conduzir.","163","Proprietário","191,54","Gravíssima",""
"5118-1","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa que não possua CNH.","164","Proprietário","574,62","Gravíssima",""
"5118-2","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa que não possua permissão para dirigir.","164","Proprietário","574,62","Gravíssima",""
"5126-1","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa com CNH cassada","164","Proprietário","957,70","Gravíssima",""
"5126-2","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa com permissão para dirigir cassada.","164","Proprietário","957,70","Gravíssima",""
"5126-3","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa com suspensão do direito de dirigir.","164","Proprietário","957,70","Gravíssima",""
"5134-1","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa com CNH de categoria diferente da do veículo que esteja conduzindo.","164","Proprietário","574,62","Gravíssima",""
"5134-2","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa com permissão para dirigir de categoria diferente da do veículo que esteja conduzindo.","164","Proprietário","574,62","Gravíssima",""
"5142-1","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa que esteja com sua CNH vencida há mais de trinta dias.","164","Proprietário","191,54","Gravíssima",""
"5150-1","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa sem usar lentes corretoras de visão, imposta por ocasião da concessão da licença para conduzir.","164","Proprietário","191,54","Gravíssima",""
"5150-2","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa sem usar lentes corretoras de visão imposta por ocasião da renovação licença p/conduzir.","164","Proprietário","191,54","Gravíssima",""
"5150-3","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa s/usar aparelho auxiliar de audição imposta por ocasião conces licença p/conduzir","164","Proprietário","191,54","Gravíssima",""
"5150-4","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa sem usar aparelho aux de audição imposta por ocasião renovação licença p/conduzir","164","Proprietário","191,54","Gravíssima",""
"5150-5","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa sem usar aparelho aux de prótese física imposta p/ocasião conces licença p/conduzir","164","Proprietário","191,54","Gravíssima",""
"5150-6","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa s/usar aparelho aux de prótese física imposta p/ocasião renovação licença p/conduzir","164","Proprietário","191,54","Gravíssima",""
"5150-7","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa sem usar as adaptações do veículo impostas por ocasião concessão licença p/conduzir","164","Proprietário","191,54","Gravíssima",""
"5150-8","Permitir que tome posse do veículo automotor e passe a conduzi-lo na via a pessoa sem usar as adaptações do veículo impostas por ocasião renovação licença p/conduzir","164","Proprietário","191,54","Gravíssima",""
"5169-1","Dirigir sob a influência de álcool, em nível superior a seis decigramas por litro de sangue.","165","Condutor","957,70","Gravíssima","retenção do veículo"
"5169-2","Dirigir sob influência de qualquer substância entorpecente.","165","Condutor","957,70","Gravíssima","retenção do veículo"
"5169-3","Dirigir sob influência de qualquer substância que determine dependência física ou psíquica.","165","Condutor","957,70","Gravíssima","retenção do veículo"
"5177-1","Confiar a direção do veículo a pessoa que, mesmo habilitada, por seu estado físico, não estiver em condições de dirigi-lo com segurança.","166","Proprietário","191,54","Gravíssima",""
"5177-2","Confiar a direção do veículo a pessoa que, mesmo habilitada, por seu estado psíquico, não estiver em condições de dirigi- lo com segurança.","166","Proprietário","191,54","Gravíssima",""
"5177-3","Entregar a direção do veículo a pessoa que, mesmo habilitada, por seu estado físico, não estiver em condições de dirigi-lo com segurança.","166","Proprietário","191,54","Gravíssima",""
"5177-4","Entregar a direção do veículo a pessoa que, mesmo habilitada, por seu estado psíquico, não estiver em condições de dirigi-lo com segurança.","166","Proprietário","191,54","Gravíssima",""
"5193-1","Transportar crianças em veículo automotor sem observância das normas de segurança especiais estabelecidas no Código de Trânsito Brasileiro.","168","Condutor","191,54","Gravíssima","retenção do veículo"
"5215-1","Dirigir ameaçando os pedestres que estejam atravessando a via pública.","170","Condutor","191,54","Gravíssima",""
"5215-2","Dirigir ameaçando os demais veículos.","170","Condutor","191,54","Gravíssima",""
"5240-1","Disputar corrida por espírito de emulação.","173","Condutor","574,62","Gravíssima",""
"5258-1","Promover na via, competição esportiva, sem permissão da autoridade de trânsito com circunscrição sobre a via.","174","Pessoa Fís/Jur","957,70","Gravíssima",""
"5258-2","Promover na via, eventos organizados, sem permissão da autoridade de trânsito com circunscrição sobre a via.","174","Pessoa Fís/Jur","957,70","Gravíssima",""
"5258-3","Promover na via, exibição e demonstração de perícia em manobra de veículo, sem permissão da autoridade de trânsito com circunscrição sobre a via.","174","Pessoa Fís/Jur","957,70","Gravíssima",""
"5266-1","Participar na via, como condutor, de competição esportiva, sem permissão da autoridade de trânsito com circunscrição sobre a via.","174","Condutor","957,70","Gravíssima",""
